date,region,role,assigned_status,eeq_workload_A,eeq_workload_G2 - Delivery,epc_workload_A,epc_workload_G2 - Delivery,num_eeq_projects_A,num_eeq_projects_G2 - Delivery,num_epc_projects_A,num_epc_projects_G2 - Delivery,num_no_type_projects_A,num_no_type_projects_G2 - Delivery,num_projects_A,num_projects_G2 - Delivery,total_workload_A,total_workload_G2 - Delivery,workload_units_A,workload_units_G2 - Delivery,workload_units_G2+A,num_eeq_projects_G2+A,num_epc_projects_G2+A,num_no_type_projects_G2+A,eeq_workload_G2+A,epc_workload_G2+A,num_projects_G2+A,total_workload_G2+A,available_workload,available_workload_minus_total_workload_G2 - Delivery,available_workload_minus_total_workload_A,available_workload_minus_total_workload_G2+A,available_workload_minus_total_workload_G2+A_dummy
2022-01-15,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,2
2022-01-16,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,2
2022-01-17,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-3
2022-01-18,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,0
2022-01-19,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-1
2022-01-20,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-4
2022-01-21,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,2
2022-01-22,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,0
2022-01-23,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-4
2022-01-24,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-1
2022-01-25,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-5
2022-01-26,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,4
2022-01-27,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,0
2022-01-28,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,3
2022-01-29,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-5
2022-01-30,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,5
2022-01-31,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,5
2022-02-01,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,4
2022-02-02,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-3
2022-02-03,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,1
2022-02-04,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-2
2022-02-05,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,3
2022-02-06,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-3
2022-02-07,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-1
2022-02-08,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-3
2022-02-09,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,1
2022-02-10,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-1
2022-02-11,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,3
2022-02-12,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,1
2022-02-13,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-4
2022-02-14,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-2
2022-02-15,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,3
2022-02-16,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-4
2022-02-17,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,4
2022-02-18,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,3
2022-02-19,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,4
2022-02-20,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-1
2022-02-21,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-4
2022-02-22,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-2
2022-02-23,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,1
2022-02-24,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,2
2022-02-25,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-3
2022-02-26,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-5
2022-02-27,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-2
2022-02-28,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-4
2022-03-01,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,2
2022-03-02,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-2
2022-03-03,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-4
2022-03-04,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,0
2022-03-05,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,0
2022-03-06,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,4
2022-03-07,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-2
2022-03-08,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,0
2022-03-09,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-4
2022-03-10,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,4
2022-03-11,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-4
2022-03-12,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,4
2022-03-13,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-2
2022-03-14,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,2
2022-03-15,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,1
2022-03-16,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,3
2022-03-17,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,2
2022-03-18,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-1
2022-03-19,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-4
2022-03-20,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,-1
2022-03-21,MEA,Solution Engineer,unassigned,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.29999999999999993,-5.551115123125783e-17,0.29999999999999993,-5.551115123125783e-17,2
